# COMPUTED by lab1_analysis.m (not an instrument capture)
# FFT of Assignment1_calibration.txt, Tukey alpha=0.1, Nfft=4096
# Frequency [THz]	THz Signal [dB]
7.86621097	-30.92537400
7.87353519	-19.04628755
7.88085941	-20.87805759
7.88818363	-19.60605681
7.89550785	-24.32105263
7.90283206	-22.02456835
7.91015628	-22.66569550
7.91748050	-22.72297408
7.92480472	-19.36955484
7.93212894	-28.56629745
7.93945316	-21.55340234
7.94677738	-21.62888513
7.95410160	-19.06082229
7.96142581	-21.22435286
7.96875003	-22.76350837
7.97607425	-22.55319521
7.98339847	-26.86485895
7.99072269	-25.05545692
7.99804691	-22.71628256
8.00537113	-22.65272531
8.01269535	-21.10406302
8.02001956	-24.06165456
8.02734378	-17.55160582
8.03466800	-31.43137843
8.04199222	-16.81361330
8.04931644	-21.20931133
8.05664066	-29.38556994
8.06396488	-28.14238163
8.07128910	-23.76977461
8.07861331	-28.89876612
8.08593753	-18.08970749
8.09326175	-19.49832378
8.10058597	-24.16685436
8.10791019	-20.83736954
8.11523441	-28.13700839
8.12255863	-16.87497899
8.12988285	-20.23269583
8.13720707	-34.56656729
8.14453128	-17.04816928
8.15185550	-28.91146669
8.15917972	-18.78424479
8.16650394	-17.63540169
8.17382816	-29.41183677
8.18115238	-21.80874185
8.18847660	-26.09916674
8.19580082	-24.89111873
8.20312503	-30.83338769
8.21044925	-21.13709133
8.21777347	-40.63346352
8.22509769	-33.48383107
8.23242191	-23.66055084
8.23974613	-31.64820234
8.24707035	-24.26483513
8.25439457	-21.82186898
8.26171878	-24.37467797
8.26904300	-22.15519943
8.27636722	-22.89759597
8.28369144	-20.46578195
8.29101566	-35.59724044
8.29833988	-24.26070302
8.30566410	-22.42576576
8.31298832	-22.66549006
8.32031253	-26.62181090
8.32763675	-24.12308642
8.33496097	-31.90819373
8.34228519	-24.16420364
8.34960941	-24.24690550
8.35693363	-31.09273098
8.36425785	-27.04104901
8.37158207	-19.87799978
8.37890628	-16.75882204
8.38623050	-24.82022732
8.39355472	-20.78023641
8.40087894	-22.80441845
8.40820316	-22.95754294
8.41552738	-31.62367578
8.42285160	-18.80711892
8.43017582	-32.86592472
8.43750004	-19.03449639
8.44482425	-23.59986807
8.45214847	-25.18286055
8.45947269	-26.74527789
8.46679691	-31.97580095
8.47412113	-22.27763413
8.48144535	-19.56233187
8.48876957	-22.41759593
8.49609379	-22.01330522
8.50341800	-22.98129069
8.51074222	-34.51497710
8.51806644	-23.11777220
8.52539066	-26.56369914
8.53271488	-37.15714583
8.54003910	-30.16273371
8.54736332	-27.04408600
8.55468754	-24.10886003
8.56201175	-27.92062587
8.56933597	-25.01509644
8.57666019	-33.97485962
8.58398441	-27.47556844
8.59130863	-26.07825288
8.59863285	-28.13773061
8.60595707	-17.86815563
8.61328129	-17.84525637
8.62060550	-26.04078151
8.62792972	-25.34312681
8.63525394	-28.22633204
8.64257816	-27.81276076
8.64990238	-24.01737122
8.65722660	-23.09237303
8.66455082	-31.00819691
8.67187504	-20.26899669
8.67919925	-18.97757062
8.68652347	-29.20925168
8.69384769	-43.92159802
8.70117191	-23.84047255
8.70849613	-30.33446784
8.71582035	-29.57090808
8.72314457	-26.03914617
8.73046879	-24.65262011
8.73779301	-19.62860545
8.74511722	-23.44074811
8.75244144	-21.65580184
8.75976566	-30.74653817
8.76708988	-32.01103025
8.77441410	-28.01902325
8.78173832	-22.78806423
8.78906254	-20.81446574
8.79638676	-35.67606419
8.80371097	-23.56808266
8.81103519	-23.95646856
8.81835941	-20.88873927
8.82568363	-26.78370002
8.83300785	-21.54171301
8.84033207	-23.65111782
8.84765629	-23.79961020
8.85498051	-31.18185580
8.86230472	-19.33225466
8.86962894	-40.23953220
8.87695316	-21.37137532
8.88427738	-19.19740036
8.89160160	-31.78300918
8.89892582	-21.79210646
8.90625004	-24.62910564
8.91357426	-26.09710711
8.92089847	-22.17829892
8.92822269	-21.86493549
8.93554691	-20.67260437
8.94287113	-19.53458839
8.95019535	-31.75504452
8.95751957	-23.56630262
8.96484379	-35.60070193
8.97216801	-27.13559520
8.97949222	-16.67712327
8.98681644	-17.57625322
8.99414066	-25.57170496
9.00146488	-18.18544971
9.00878910	-33.61127416
9.01611332	-25.62336173
9.02343754	-24.32698399
9.03076176	-22.94592533
9.03808598	-61.49750010
9.04541019	-37.85323461
9.05273441	-26.25257845
9.06005863	-18.83491850
9.06738285	-17.85716408
9.07470707	-28.71584035
9.08203129	-27.42972220
9.08935551	-27.49330511
9.09667973	-24.77840856
9.10400394	-26.15534489
9.11132816	-21.89485564
9.11865238	-24.66688049
9.12597660	-22.85693623
9.13330082	-21.45869263
9.14062504	-20.83810400
9.14794926	-36.21653822
9.15527348	-32.78723068
9.16259769	-23.46314240
9.16992191	-23.94326852
9.17724613	-26.35789771
9.18457035	-30.19707927
9.19189457	-22.84533649
9.19921879	-26.59711590
9.20654301	-22.66851934
9.21386723	-47.07174354
9.22119144	-24.99507406
9.22851566	-27.69994981
9.23583988	-23.32244211
9.24316410	-22.90846041
9.25048832	-19.91318191
9.25781254	-25.41632819
9.26513676	-35.62419320
9.27246098	-26.96990219
9.27978519	-23.31430709
9.28710941	-32.02715091
9.29443363	-24.67690074
9.30175785	-50.02381411
9.30908207	-26.28783436
9.31640629	-29.53319350
9.32373051	-27.92182087
9.33105473	-25.33493021
9.33837895	-36.05107195
9.34570316	-21.44474243
9.35302738	-25.58247968
9.36035160	-27.99169621
9.36767582	-32.74815407
9.37500004	-30.24715486
9.38232426	-25.11621276
9.38964848	-19.04473181
9.39697270	-21.24450088
9.40429691	-24.82529749
9.41162113	-36.67749081
9.41894535	-20.00482399
9.42626957	-27.38429058
9.43359379	-38.00533983
9.44091801	-16.81966157
9.44824223	-17.78768326
9.45556645	-24.18437821
9.46289066	-28.27352831
9.47021488	-21.25821832
9.47753910	-26.66609121
9.48486332	-23.59307074
9.49218754	-31.90289480
9.49951176	-24.50179401
9.50683598	-33.63998174
9.51416020	-23.26421085
9.52148441	-27.58701817
9.52880863	-30.53313545
9.53613285	-23.88511222
9.54345707	-31.02859385
9.55078129	-30.35522463
9.55810551	-22.78545658
9.56542973	-22.22637564
9.57275395	-30.29429549
9.58007816	-22.36292508
9.58740238	-24.24974799
9.59472660	-24.24707739
9.60205082	-26.96122709
9.60937504	-26.62296664
9.61669926	-26.11287221
9.62402348	-25.05876709
9.63134770	-22.40315779
9.63867192	-23.72402810
9.64599613	-29.41208356
9.65332035	-22.98128012
9.66064457	-27.34781982
9.66796879	-20.83716428
9.67529301	-26.50919641
9.68261723	-18.75294865
9.68994145	-23.18867200
9.69726567	-21.94219786
9.70458988	-22.91121782
9.71191410	-29.76449234
9.71923832	-32.38232959
9.72656254	-26.23596961
9.73388676	-32.45164004
9.74121098	-23.70646924
9.74853520	-22.76169833
9.75585942	-18.23646726
9.76318363	-24.23796072
9.77050785	-19.63381163
9.77783207	-19.80613099
9.78515629	-30.15243101
9.79248051	-24.50560681
9.79980473	-32.09746874
9.80712895	-34.69978138
9.81445317	-34.74049023
9.82177738	-31.08182499
9.82910160	-26.82152670
9.83642582	-22.53862970
9.84375004	-19.65693506
9.85107426	-29.04972325
9.85839848	-23.77854809
9.86572270	-38.27597779
9.87304692	-24.95253832
9.88037113	-22.38335863
9.88769535	-20.80016441
9.89501957	-29.28485213
9.90234379	-25.44477617
9.90966801	-27.20136170
9.91699223	-21.06779312
9.92431645	-20.76614647
9.93164067	-23.32884424
9.93896489	-22.37897821
9.94628910	-29.98754051
9.95361332	-23.14975429
9.96093754	-33.17981895
9.96826176	-18.23281975
9.97558598	-21.07713476
9.98291020	-31.47773472
9.99023442	-23.35913949
9.99755864	-31.42560243
10.00488285	-22.89226667
10.01220707	-31.28677136
10.01953129	-18.19879630
10.02685551	-22.81214749
10.03417973	-33.86164496
10.04150395	-25.73680234
10.04882817	-30.99132996
10.05615239	-51.57082300
10.06347660	-25.19831205
10.07080082	-24.65984387
10.07812504	-31.79325059
10.08544926	-30.42962400
10.09277348	-27.81764171
10.10009770	-37.99911948
10.10742192	-27.50191984
10.11474614	-28.32753293
10.12207035	-32.56194109
10.12939457	-32.12175228
10.13671879	-20.59247116
10.14404301	-19.86775929
10.15136723	-23.95202918
10.15869145	-34.27014484
10.16601567	-28.60102640
10.17333989	-23.74005998
10.18066410	-22.58441666
10.18798832	-17.53706176
10.19531254	-23.46709908
10.20263676	-31.25115548
10.20996098	-26.05924189
10.21728520	-29.24789056
10.22460942	-42.31406396
10.23193364	-30.81315968
10.23925786	-23.21552512
10.24658207	-25.29002863
10.25390629	-21.22568421
10.26123051	-23.84899017
10.26855473	-20.57076101
10.27587895	-18.11219873
10.28320317	-19.75330775
10.29052739	-19.50859421
10.29785161	-17.22296056
10.30517582	-27.71988733
10.31250004	-27.82435079
10.31982426	-22.36114515
10.32714848	-22.42650078
10.33447270	-26.62730100
10.34179692	-26.40595948
10.34912114	-33.88548124
10.35644536	-52.77278313
10.36376957	-22.85974122
10.37109379	-18.47610194
10.37841801	-24.36352466
10.38574223	-25.57884458
10.39306645	-29.45040910
10.40039067	-32.04620056
10.40771489	-38.92234337
10.41503911	-29.13921589
10.42236332	-23.28075915
10.42968754	-24.52623973
10.43701176	-18.47777055
10.44433598	-26.89995198
10.45166020	-31.31834856
10.45898442	-20.89206748
10.46630864	-22.97808332
10.47363286	-20.98014658
10.48095707	-45.26567233
10.48828129	-24.96015800
10.49560551	-27.21085715
10.50292973	-27.16505169
10.51025395	-17.87997499
10.51757817	-30.35707185
10.52490239	-22.25481829
10.53222661	-46.17236394
10.53955083	-23.31265385
10.54687504	-20.06668647
10.55419926	-25.69358409
10.56152348	-30.81960980
10.56884770	-20.81000523
10.57617192	-17.61334768
10.58349614	-29.21049130
10.59082036	-17.09279009
10.59814458	-21.72000252
10.60546879	-26.97275870
10.61279301	-26.18670763
10.62011723	-40.26310559
10.62744145	-22.81964371
10.63476567	-24.69202337
10.64208989	-21.91359989
10.64941411	-23.77440886
10.65673833	-25.23096142
10.66406254	-25.44358095
10.67138676	-20.16428877
10.67871098	-22.99488427
10.68603520	-18.11170498
10.69335942	-27.40483495
10.70068364	-20.70653059
10.70800786	-28.09067888
10.71533208	-32.25531973
10.72265629	-28.38049816
10.72998051	-23.87058771
10.73730473	-29.43317773
10.74462895	-19.65540560
10.75195317	-30.68064628
10.75927739	-39.01541695
10.76660161	-35.84761046
10.77392583	-32.41527170
10.78125004	-29.42658568
10.78857426	-25.39511070
10.79589848	-32.62909506
10.80322270	-27.89371428
10.81054692	-27.44410726
10.81787114	-28.11486391
10.82519536	-23.93408697
10.83251958	-22.22056660
10.83984380	-19.91765056
10.84716801	-23.90903464
10.85449223	-22.29877146
10.86181645	-24.02612548
10.86914067	-19.10894253
10.87646489	-22.45675552
10.88378911	-27.03247915
10.89111333	-27.23726035
10.89843755	-30.32616947
10.90576176	-26.61424960
10.91308598	-23.63232829
10.92041020	-22.34205350
10.92773442	-16.02386952
10.93505864	-23.88255472
10.94238286	-28.65002840
10.94970708	-22.35608408
10.95703130	-31.83478958
10.96435551	-22.25810829
10.97167973	-16.83393319
10.97900395	-22.53818895
10.98632817	-27.22430036
10.99365239	-24.30837572
11.00097661	-21.51141047
11.00830083	-17.75347186
11.01562505	-34.64108550
11.02294926	-18.72004326
11.03027348	-20.33754384
11.03759770	-32.84759526
11.04492192	-29.38788500
11.05224614	-37.17883481
11.05957036	-28.26038715
11.06689458	-28.90738534
11.07421880	-19.54023023
11.08154301	-20.62955180
11.08886723	-29.99503879
11.09619145	-21.65070543
11.10351567	-23.01616852
11.11083989	-28.11858432
11.11816411	-25.23109698
11.12548833	-20.94298027
11.13281255	-27.29684929
11.14013677	-23.15877186
11.14746098	-32.20383246
11.15478520	-20.86707268
11.16210942	-27.07505872
11.16943364	-25.11760384
11.17675786	-30.14196614
11.18408208	-23.77865236
11.19140630	-34.14695047
11.19873052	-31.97066590
11.20605473	-25.75181508
11.21337895	-25.55266873
11.22070317	-21.97567374
11.22802739	-17.99707087
11.23535161	-25.50301938
11.24267583	-26.23745049
11.25000005	-25.13059389
11.25732427	-24.34100859
11.26464848	-18.99190683
11.27197270	-21.75352271
11.27929692	-32.99951718
11.28662114	-35.98780207
11.29394536	-34.93233268
11.30126958	-33.52100971
11.30859380	-29.31432985
11.31591802	-34.79233360
11.32324223	-28.39142814
11.33056645	-41.04741044
11.33789067	-33.43597776
11.34521489	-30.15285012
11.35253911	-20.71147994
11.35986333	-15.18896387
11.36718755	-21.30015603
11.37451177	-31.93571687
11.38183598	-21.79751375
11.38916020	-23.18233510
11.39648442	-25.70465290
11.40380864	-20.54572244
11.41113286	-19.59948493
11.41845708	-26.44691289
11.42578130	-33.50560614
11.43310552	-18.26948266
11.44042974	-35.61712211
11.44775395	-19.57228953
11.45507817	-23.95432627
11.46240239	-26.09491807
11.46972661	-20.76116540
11.47705083	-23.48217928
11.48437505	-27.26949388
11.49169927	-32.01032966
11.49902349	-20.08864522
11.50634770	-20.06844208
11.51367192	-26.62637942
11.52099614	-24.84840120
11.52832036	-26.98633425
11.53564458	-31.67421151
11.54296880	-35.12337986
11.55029302	-24.91347894
11.55761724	-24.81075243
11.56494145	-26.46485410
11.57226567	-28.50101929
11.57958989	-30.51560445
11.58691411	-30.03269906
11.59423833	-22.27050521
11.60156255	-22.58995939
11.60888677	-28.20560243
11.61621099	-26.76985155
11.62353520	-20.79134082
11.63085942	-24.21826315
11.63818364	-26.59450880
11.64550786	-23.76408524
11.65283208	-29.13053837
11.66015630	-19.90191311
11.66748052	-27.26455029
11.67480474	-21.31752781
11.68212895	-15.60895885
11.68945317	-24.10243998
11.69677739	-21.03778791
11.70410161	-22.66426371
11.71142583	-14.29540882
11.71875005	-26.52425025
11.72607427	-26.42664272
11.73339849	-27.95495731
11.74072271	-24.08983679
11.74804692	-35.34586390
11.75537114	-25.64148530
11.76269536	-19.15540463
11.77001958	-33.69572424
11.77734380	-17.80345095
11.78466802	-21.57323641
11.79199224	-23.50809883
11.79931646	-39.15491925
11.80664067	-32.37659767
11.81396489	-35.08180743
11.82128911	-31.70116153
11.82861333	-23.22519377
11.83593755	-21.09430965
11.84326177	-20.90336480
11.85058599	-17.72228958
11.85791021	-21.79051867
11.86523442	-28.49964494
11.87255864	-20.03237511
11.87988286	-20.05445703
11.88720708	-21.26043736
11.89453130	-32.50123722
11.90185552	-35.49738147
11.90917974	-21.69529683
11.91650396	-36.55623766
11.92382817	-22.57899554
11.93115239	-31.57633140
11.93847661	-22.82764309
11.94580083	-28.27531875
11.95312505	-22.63899824
11.96044927	-21.30464298
11.96777349	-24.50517846
11.97509771	-30.23962749
11.98242192	-30.71097576
11.98974614	-23.32963081
11.99707036	-23.96630131
12.00439458	-27.94386733
12.01171880	-26.66525888
12.01904302	-24.69717225
12.02636724	-22.90105200
12.03369146	-25.31400085
12.04101568	-27.24335460
12.04833989	-23.48753097
12.05566411	-28.17033303
12.06298833	-37.57998106
12.07031255	-24.13097415
12.07763677	-38.44581040
12.08496099	-23.30579957
12.09228521	-20.50624128
12.09960943	-33.53299499
12.10693364	-21.03842219
12.11425786	-38.82889864
12.12158208	-24.43405187
12.12890630	-20.12977799
12.13623052	-24.38854855
12.14355474	-21.15326519
12.15087896	-21.44566030
12.15820318	-25.44913927
12.16552739	-27.58290505
12.17285161	-18.78570433
12.18017583	-30.03481843
12.18750005	-17.80617334
12.19482427	-20.00278086
12.20214849	-43.29918285
12.20947271	-26.72027470
12.21679693	-27.47725162
12.22412114	-20.02863209
12.23144536	-21.26708553
12.23876958	-23.69444510
12.24609380	-25.95560600
12.25341802	-20.28411044
12.26074224	-34.42367478
12.26806646	-32.51031449
12.27539068	-18.25758743
12.28271489	-21.69715985
12.29003911	-27.66102229
12.29736333	-25.93260312
12.30468755	-31.66728554
12.31201177	-33.36153028
12.31933599	-24.04927744
12.32666021	-24.97920754
12.33398443	-30.05173429
12.34130865	-22.99622349
12.34863286	-27.33467812
12.35595708	-19.31853584
12.36328130	-22.83686957
12.37060552	-24.53686004
12.37792974	-24.94442692
12.38525396	-24.48911008
12.39257818	-27.87550895
12.39990240	-37.35748430
12.40722661	-24.79479030
12.41455083	-29.95989401
12.42187505	-20.28893777
12.42919927	-26.03727160
12.43652349	-19.81123049
12.44384771	-18.31333752
12.45117193	-21.56362557
12.45849615	-24.50488445
12.46582036	-32.25535287
12.47314458	-27.28755241
12.48046880	-25.37490197
12.48779302	-39.68900960
12.49511724	-22.66898411
12.50244146	-27.21368604
12.50976568	-18.19211014
12.51708990	-17.19298270
12.52441411	-26.17080403
12.53173833	-22.89807421
12.53906255	-32.56119836
12.54638677	-27.33959846
12.55371099	-35.08105172
12.56103521	-26.08997378
12.56835943	-18.29157906
12.57568365	-26.86550355
12.58300786	-21.31548181
12.59033208	-23.17069416
12.59765630	-31.59143079
12.60498052	-21.89996236
12.61230474	-32.51532019
12.61962896	-23.02435781
12.62695318	-21.80663179
12.63427740	-25.57865906
12.64160162	-28.53435306
12.64892583	-26.12030462
12.65625005	-24.64329600
12.66357427	-24.87890652
12.67089849	-19.49115127
12.67822271	-26.77494306
12.68554693	-24.48351708
12.69287115	-27.74528932
12.70019537	-21.76289168
12.70751958	-20.40155353
12.71484380	-24.75709679
12.72216802	-23.40149639
12.72949224	-22.85550294
12.73681646	-30.78657032
12.74414068	-22.05341542
12.75146490	-31.47308144
12.75878912	-22.11254827
12.76611333	-29.91328304
12.77343755	-22.54768748
12.78076177	-25.65138604
12.78808599	-29.04656265
12.79541021	-27.98675020
12.80273443	-26.79089194
12.81005865	-22.03989924
12.81738287	-17.20581071
12.82470708	-30.42501556
12.83203130	-21.61935857
12.83935552	-25.85239524
12.84667974	-29.85296468
12.85400396	-20.32486642
12.86132818	-18.66160354
12.86865240	-26.70717455
12.87597662	-22.16400199
12.88330083	-31.54736162
12.89062505	-27.86186539
12.89794927	-31.55765488
12.90527349	-25.86978955
12.91259771	-26.56976365
12.91992193	-17.95745695
12.92724615	-32.88614461
12.93457037	-26.59546179
12.94189459	-23.19506263
12.94921880	-23.06210014
12.95654302	-27.61507701
12.96386724	-20.01782731
12.97119146	-30.45287290
12.97851568	-25.41934491
12.98583990	-26.48544106
12.99316412	-27.90855657
13.00048834	-19.15973570
13.00781255	-19.60860145
13.01513677	-24.50033106
13.02246099	-30.58779495
13.02978521	-20.92458476
13.03710943	-32.85038857
13.04443365	-26.04822935
13.05175787	-25.77636135
13.05908209	-30.12989578
13.06640630	-20.54901568
13.07373052	-28.54984800
13.08105474	-27.92160455
13.08837896	-21.35800923
13.09570318	-18.16995885
13.10302740	-25.37076460
13.11035162	-23.36309761
13.11767584	-25.57733698
13.12500005	-29.96705905
13.13232427	-26.39224794
13.13964849	-34.56095490
13.14697271	-40.45162205
13.15429693	-25.36733707
13.16162115	-26.47106582
13.16894537	-17.42668199
13.17626959	-22.68933517
13.18359380	-25.72272406
13.19091802	-18.91718756
13.19824224	-20.93376838
13.20556646	-21.78226151
13.21289068	-18.72501147
13.22021490	-24.25063372
13.22753912	-33.17892725
13.23486334	-36.06783579
13.24218756	-27.35579191
13.24951177	-33.04601444
13.25683599	-20.53729245
13.26416021	-19.25803291
13.27148443	-24.08117977
13.27880865	-26.81148685
13.28613287	-24.96302606
13.29345709	-22.21540310
13.30078131	-22.92052020
13.30810552	-20.48373403
13.31542974	-41.16798688
13.32275396	-24.04845064
13.33007818	-23.85369800
13.33740240	-21.02905619
13.34472662	-18.67128389
13.35205084	-27.55468874
13.35937506	-31.20568923
13.36669927	-31.02845364
13.37402349	-24.50476040
13.38134771	-28.17997699
13.38867193	-16.29335856
13.39599615	-15.21030278
13.40332037	-24.21510119
13.41064459	-28.16800097
13.41796881	-25.20040187
13.42529302	-28.43540723
13.43261724	-25.51926322
13.43994146	-22.55610051
13.44726568	-27.60215865
13.45458990	-18.30548154
13.46191412	-18.47400852
13.46923834	-24.03385942
13.47656256	-23.96989831
13.48388677	-26.21592048
13.49121099	-22.89856615
13.49853521	-23.05223973
13.50585943	-29.87854454
13.51318365	-23.21859506
13.52050787	-28.54992208
13.52783209	-25.31998631
13.53515631	-33.79637150
13.54248053	-45.01920680
13.54980474	-30.18682242
13.55712896	-33.59732377
13.56445318	-22.29612952
13.57177740	-20.37418191
13.57910162	-27.52336724
13.58642584	-33.15389328
13.59375006	-29.13589463
13.60107428	-25.07155174
13.60839849	-18.68147225
13.61572271	-32.21349339
13.62304693	-21.34218055
13.63037115	-22.51065572
13.63769537	-26.12309393
13.64501959	-19.12552148
13.65234381	-22.21303528
13.65966803	-22.06307789
13.66699224	-27.74762751
13.67431646	-22.46180390
13.68164068	-34.62039833
13.68896490	-26.13850334
13.69628912	-25.44417749
13.70361334	-30.38119462
13.71093756	-21.39068021
13.71826178	-18.85714039
13.72558599	-30.99089701
13.73291021	-26.38070828
13.74023443	-27.41174835
13.74755865	-27.43017686
13.75488287	-30.64587485
13.76220709	-26.54966254
13.76953131	-20.50659523
13.77685553	-20.03013459
13.78417974	-18.99722936
13.79150396	-21.13661918
13.79882818	-31.51774450
13.80615240	-23.58726782
13.81347662	-27.00436302
13.82080084	-21.75271194
13.82812506	-26.36956965
13.83544928	-40.92970517
13.84277350	-29.34933165
13.85009771	-23.88611279
13.85742193	-20.91476383
13.86474615	-24.45064050
13.87207037	-19.32427629
13.87939459	-33.85228161
13.88671881	-21.56466397
13.89404303	-22.59143575
13.90136725	-27.56615971
13.90869146	-17.89689341
13.91601568	-28.08833409
13.92333990	-24.29923248
13.93066412	-22.34454026
13.93798834	-28.39732506
13.94531256	-20.65589308
13.95263678	-28.90497042
13.95996100	-19.72015818
13.96728521	-23.80730563
13.97460943	-21.78489487
13.98193365	-30.13856593
13.98925787	-32.60063639
13.99658209	-28.12745733
14.00390631	-34.15632715
14.01123053	-24.62862492
14.01855475	-20.46322555
14.02587896	-36.41713811
14.03320318	-18.75463515
14.04052740	-21.84966420
14.04785162	-20.58741222
14.05517584	-18.27252555
14.06250006	-19.64689510
14.06982428	-19.09571379
14.07714850	-36.38970733
14.08447271	-26.60912849
14.09179693	-34.04281140
14.09912115	-29.34769223
14.10644537	-21.01523323
14.11376959	-30.58882862
14.12109381	-29.35099704
14.12841803	-23.58589961
14.13574225	-22.91011508
14.14306647	-20.70463035
14.15039068	-28.90988584
14.15771490	-20.96846774
14.16503912	-23.34226220
14.17236334	-32.42142358
14.17968756	-21.53813565
14.18701178	-20.14025232
14.19433600	-28.07668863
14.20166022	-17.33421718
14.20898443	-19.11295820
14.21630865	-20.16171209
14.22363287	-23.31440465
14.23095709	-24.19557949
14.23828131	-27.27456091
14.24560553	-26.07800338
14.25292975	-25.49752918
14.26025397	-21.47834009
14.26757818	-21.90551278
14.27490240	-25.68696401
14.28222662	-22.38673345
14.28955084	-35.89877044
14.29687506	-29.19086844
14.30419928	-26.82005620
14.31152350	-28.14535102
14.31884772	-27.86344002
14.32617193	-28.21425064
14.33349615	-24.63795128
14.34082037	-45.52659970
14.34814459	-26.58023778
14.35546881	-34.53564584
14.36279303	-21.55857525
14.37011725	-27.40970748
14.37744147	-45.43087980
14.38476568	-26.30505880
14.39208990	-22.68091440
14.39941412	-24.95749447
14.40673834	-29.99676599
14.41406256	-26.53476968
14.42138678	-22.28628293
14.42871100	-23.01979404
14.43603522	-27.64811426
14.44335944	-28.85097870
14.45068365	-24.91635474
14.45800787	-25.16814631
14.46533209	-33.42822510
14.47265631	-28.09783312
14.47998053	-25.63456029
14.48730475	-39.56714305
14.49462897	-24.76919370
14.50195319	-27.36331886
14.50927740	-42.30523946
14.51660162	-41.22893951
14.52392584	-25.77106659
14.53125006	-23.36079367
14.53857428	-19.04844640
14.54589850	-26.81978106
14.55322272	-50.39572833
14.56054694	-22.68885929
14.56787115	-33.18379535
14.57519537	-18.52993708
14.58251959	-23.08391695
14.58984381	-25.49634583
14.59716803	-26.29274373
14.60449225	-29.07463505
14.61181647	-22.73191046
14.61914069	-24.27824301
14.62646490	-21.83825224
14.63378912	-24.07343697
14.64111334	-42.40958878
14.64843756	-29.79755078
14.65576178	-24.39503170
14.66308600	-19.38877478
14.67041022	-35.37360361
14.67773444	-20.03075763
14.68505865	-19.13708219
14.69238287	-31.53643880
14.69970709	-31.97044156
14.70703131	-22.94395345
14.71435553	-25.82959308
14.72167975	-34.39590408
14.72900397	-22.62632133
14.73632819	-22.09796657
14.74365241	-22.65107276
14.75097662	-18.33333571
14.75830084	-18.76322376
14.76562506	-30.43098992
14.77294928	-25.47742215
14.78027350	-29.26593886
14.78759772	-27.63327658
14.79492194	-23.05958712
14.80224616	-29.05286495
14.80957037	-27.81110225
14.81689459	-25.05341297
14.82421881	-32.00006212
14.83154303	-31.95217206
14.83886725	-28.35630397
14.84619147	-26.86114183
14.85351569	-34.91488562
14.86083991	-27.55922870
14.86816412	-25.34226729
14.87548834	-29.69542723
14.88281256	-29.96158283
14.89013678	-26.95369307
14.89746100	-25.04494051
14.90478522	-25.17382629
14.91210944	-22.49036069
14.91943366	-26.65023561
14.92675787	-18.34666029
14.93408209	-30.35006797
14.94140631	-22.38461670
14.94873053	-17.81046335
14.95605475	-29.43637503
14.96337897	-19.58293482
14.97070319	-19.57331144
14.97802741	-21.37614899
14.98535162	-19.92823801
14.99267584	-23.82626752
