# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -327.00000000 ps, Average over 100 waveforms. Timestamp: 2026-05-07T11:52:51
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.60805861	-1.09155727
0.61538462	-1.33533535
0.62271062	-1.55063288
0.63003663	-1.19685953
0.63736264	-1.29858003
0.64468865	-1.63257960
0.65201465	-1.35532223
0.65934066	-1.41515233
0.66666667	-1.93551808
0.67399267	-1.87369455
0.68131868	-1.85615229
0.68864469	-2.35738141
0.69597070	-2.45854324
0.70329670	-2.39404375
0.71062271	-2.77273067
0.71794872	-3.00495542
0.72527473	-3.01084574
0.73260073	-3.23760587
0.73992674	-3.65756273
0.74725275	-4.49308385
0.75457876	-5.24742731
0.76190476	-4.51780242
0.76923077	-3.65760172
0.77655678	-3.84811125
0.78388278	-4.23699638
0.79120879	-4.02357007
0.79853480	-3.99233944
0.80586081	-4.40417422
0.81318681	-4.57741031
0.82051282	-4.53867576
0.82783883	-4.79999349
0.83516484	-5.00680907
0.84249084	-4.92005755
0.84981685	-5.15812872
0.85714286	-5.55925175
0.86446887	-5.48056505
0.87179487	-5.52002904
0.87912088	-5.87514969
0.88644689	-5.80340887
0.89377289	-5.73593291
0.90109890	-6.09216788
0.90842491	-6.12217155
0.91575092	-5.99401262
0.92307692	-6.26105067
0.93040293	-6.36239603
0.93772894	-6.28120148
0.94505495	-6.53448692
0.95238095	-6.76082659
0.95970696	-6.79767670
0.96703297	-7.01064637
0.97435898	-7.37928193
0.98168498	-7.96862157
0.98901099	-8.59551724
0.99633700	-8.36934254
1.00366301	-7.71808731
1.01098901	-7.67482475
1.01831502	-8.13667981
1.02564103	-8.24396443
1.03296703	-7.96692266
1.04029304	-8.18758511
1.04761905	-8.59843155
1.05494506	-8.31540770
1.06227106	-8.48134528
1.06959707	-9.31933570
1.07692308	-8.86190715
1.08424909	-8.90559733
1.09157509	-12.64398002
1.09890110	-19.29532952
1.10622711	-13.83090268
1.11355312	-12.51332853
1.12087912	-11.71374189
1.12820513	-10.02625728
1.13553114	-10.17036569
1.14285714	-10.89745486
1.15018315	-11.11988307
1.15750916	-14.82564376
1.16483517	-23.49835381
1.17216117	-13.11459502
1.17948718	-10.95914506
1.18681319	-11.09900564
1.19413920	-10.69264711
1.20146520	-11.85471192
1.20879121	-14.41329016
1.21611722	-12.59376023
1.22344323	-12.13321437
1.23076923	-14.29603429
1.23809524	-12.72100212
1.24542125	-11.11956530
1.25274725	-11.94807884
1.26007326	-12.04604510
1.26739927	-11.44276657
1.27472528	-12.25266557
1.28205128	-12.47575106
1.28937729	-11.96690319
1.29670330	-12.64238568
1.30402931	-12.92783778
1.31135531	-12.54504733
1.31868132	-13.27282837
1.32600733	-13.64363383
1.33333334	-13.03860764
1.34065934	-13.35700590
1.34798535	-13.77227361
1.35531136	-13.51901142
1.36263736	-13.84142916
1.36996337	-14.15078140
1.37728938	-14.02576760
1.38461539	-14.45606217
1.39194139	-14.63061023
1.39926740	-14.95185632
1.40659341	-18.42184292
1.41391942	-24.00225062
1.42124542	-17.17122554
1.42857143	-15.05281449
1.43589744	-15.81111953
1.44322345	-16.01493936
1.45054945	-15.41448618
1.45787546	-15.83236556
1.46520147	-16.17423742
1.47252747	-15.86412096
1.47985348	-16.15401290
1.48717949	-16.60160624
1.49450550	-16.43635837
1.50183150	-16.57400072
1.50915751	-17.08369993
1.51648352	-17.13263900
1.52380953	-17.16040117
1.53113553	-17.56256066
1.53846154	-17.65384227
1.54578755	-17.58163721
1.55311356	-17.93733173
1.56043956	-18.13587814
1.56776557	-18.04987805
1.57509158	-18.39149765
1.58241758	-18.57787764
1.58974359	-18.59366387
1.59706960	-20.28364030
1.60439561	-23.21957983
1.61172161	-21.12407591
1.61904762	-19.32441717
1.62637363	-20.09819188
1.63369964	-20.82517938
1.64102564	-20.25423549
1.64835165	-21.45133371
1.65567766	-25.87843076
1.66300367	-33.17322959
1.67032967	-45.41910348
1.67765568	-31.45622543
1.68498169	-24.70963547
1.69230769	-22.58501359
1.69963370	-22.86801640
1.70695971	-25.04950852
1.71428572	-31.39169935
1.72161172	-35.66984838
1.72893773	-26.07457935
1.73626374	-23.58097358
1.74358975	-23.49299036
1.75091575	-23.69030369
1.75824176	-24.23922652
1.76556777	-25.55591725
1.77289378	-24.94686403
1.78021978	-23.64276017
1.78754579	-24.81247567
1.79487180	-28.74208717
1.80219780	-28.19232998
1.80952381	-25.47002538
1.81684982	-25.12302874
1.82417583	-25.35907531
1.83150183	-25.18880466
1.83882784	-25.68924551
1.84615385	-26.08425757
1.85347986	-25.77704040
1.86080586	-27.66745530
1.86813187	-35.38433050
1.87545788	-31.08201258
1.88278389	-26.83445830
1.89010989	-26.97359290
1.89743590	-27.52926065
1.90476191	-26.80929994
1.91208791	-28.35737566
1.91941392	-33.77684057
1.92673993	-31.55644713
1.93406594	-28.11809858
1.94139194	-27.82407114
1.94871795	-28.40409752
1.95604396	-28.38475988
1.96336997	-28.45819798
1.97069597	-28.84851087
1.97802198	-29.02735989
1.98534799	-29.14450684
1.99267400	-29.43596838
2.00000000	-29.61015463
2.00732601	-29.82077625
2.01465202	-30.33179667
2.02197802	-30.37325313
2.02930403	-30.29507787
2.03663004	-31.95497511
2.04395605	-34.57289056
2.05128205	-32.19915436
2.05860806	-30.37395669
2.06593407	-31.52744290
2.07326008	-33.97815908
2.08058608	-33.43267467
2.08791209	-32.30855027
2.09523810	-32.38189551
2.10256411	-32.69165774
2.10989011	-33.01317856
2.11721612	-33.32361524
2.12454213	-33.47203970
2.13186813	-33.94234561
2.13919414	-34.50381557
2.14652015	-34.68929650
2.15384616	-35.93090159
2.16117216	-41.00864977
2.16849817	-55.88744742
2.17582418	-39.20059172
2.18315019	-36.29373657
2.19047619	-38.80995365
2.19780220	-53.46063481
2.20512821	-40.66647693
2.21245422	-38.21244130
2.21978022	-43.16503014
2.22710623	-47.67790560
2.23443224	-38.64090700
2.24175824	-36.73274142
2.24908425	-37.00722888
2.25641026	-38.84443325
2.26373627	-46.22777141
2.27106227	-45.69817298
2.27838828	-37.82596784
2.28571429	-36.40223609
2.29304030	-37.04909430
2.30036630	-36.82300162
2.30769231	-36.37131994
2.31501832	-37.69391726
2.32234433	-38.51737556
2.32967033	-37.50640543
2.33699634	-38.70840103
2.34432235	-42.64375750
2.35164835	-41.25154728
2.35897436	-39.82549862
2.36630037	-42.35653573
2.37362638	-42.16840638
2.38095238	-40.07147292
2.38827839	-43.11666873
2.39560440	-59.94058781
2.40293041	-42.04182831
2.41025641	-39.20432017
2.41758242	-39.63945746
2.42490843	-39.89625389
2.43223444	-39.80292501
2.43956044	-40.25945558
2.44688645	-40.06810353
2.45421246	-40.88335818
2.46153846	-47.17746678
2.46886447	-52.12087219
2.47619048	-42.05301822
2.48351649	-40.10120108
2.49084249	-40.43755884
2.49816850	-40.48285020
2.50549451	-40.30491236
2.51282052	-40.63652489
2.52014652	-40.77657708
2.52747253	-40.73874429
2.53479854	-41.05686826
2.54212455	-41.22795639
2.54945055	-41.07161910
2.55677656	-41.28359951
2.56410257	-41.80318530
2.57142857	-42.12658677
2.57875458	-42.26516695
2.58608059	-42.17375205
2.59340660	-42.21246946
2.60073260	-42.76066242
2.60805861	-43.00727480
2.61538462	-43.13981530
2.62271063	-45.06852212
2.63003663	-50.23762284
2.63736264	-62.99539673
2.64468865	-64.00390828
2.65201466	-56.37704093
2.65934066	-49.50273826
2.66666667	-47.31490113
2.67399268	-46.44401447
2.68131868	-46.73800320
2.68864469	-48.35241270
2.69597070	-46.62293227
2.70329671	-44.20429766
2.71062271	-44.24536321
2.71794872	-45.02806247
2.72527473	-44.47317606
2.73260074	-44.43337319
2.73992674	-45.45534583
2.74725275	-45.43141707
2.75457876	-45.40402566
2.76190477	-48.53260283
2.76923077	-58.00590597
2.77655678	-71.53822045
2.78388279	-60.94552381
2.79120879	-50.43170506
2.79853480	-47.02189687
2.80586081	-46.30126049
2.81318682	-46.84554565
2.82051282	-46.33105993
2.82783883	-45.83216696
2.83516484	-46.25486485
2.84249085	-46.13617455
2.84981685	-46.03385834
2.85714286	-46.50272843
2.86446887	-46.47857635
2.87179488	-47.36421484
2.87912088	-52.12324115
2.88644689	-64.41643193
2.89377290	-50.18909243
2.90109891	-48.03911191
2.90842491	-48.03299487
2.91575092	-48.06659338
2.92307693	-47.70273042
2.93040293	-48.17646441
2.93772894	-48.76289651
2.94505495	-48.21260657
2.95238096	-49.31210083
2.95970696	-53.71569317
2.96703297	-58.82445512
2.97435898	-63.91624917
2.98168499	-59.22937436
2.98901099	-54.64788061
2.99633700	-52.75536991
3.00366301	-56.91992978
3.01098902	-65.33744037
3.01831502	-63.43812474
3.02564103	-59.27174620
3.03296704	-53.97116499
3.04029304	-54.96487560
3.04761905	-59.37403924
3.05494506	-53.31825181
3.06227107	-50.57688549
3.06959707	-50.95185450
3.07692308	-52.57402497
3.08424909	-51.21738769
3.09157510	-50.51982450
3.09890110	-52.29045181
3.10622711	-52.22111006
3.11355312	-51.77224512
3.12087913	-53.62577297
3.12820513	-57.82826813
3.13553114	-64.65539525
3.14285715	-61.57191694
3.15018315	-56.18852326
3.15750916	-54.98438123
3.16483517	-59.73446549
3.17216118	-75.88062300
3.17948718	-61.54246385
3.18681319	-58.61953584
3.19413920	-54.48372517
3.20146521	-53.85529454
3.20879121	-56.28774179
3.21611722	-56.75327160
3.22344323	-56.72758598
3.23076924	-62.21739316
3.23809524	-63.22901055
3.24542125	-54.86032976
3.25274726	-53.90965717
3.26007326	-55.17461394
3.26739927	-54.82408540
3.27472528	-55.02218562
3.28205129	-55.81933572
3.28937729	-55.35322358
3.29670330	-56.16575345
3.30402931	-57.59440264
3.31135532	-56.54189458
3.31868132	-56.59428482
3.32600733	-60.90562697
3.33333334	-69.87804226
3.34065935	-63.30964939
3.34798535	-59.68043204
3.35531136	-58.08458676
3.36263737	-58.34455091
3.36996337	-59.96335529
3.37728938	-59.31548674
3.38461539	-58.07081710
3.39194140	-58.80342233
3.39926740	-59.34066084
3.40659341	-58.86455926
3.41391942	-60.48948843
3.42124543	-61.60549331
3.42857143	-59.24997740
3.43589744	-59.00824424
3.44322345	-61.16463954
3.45054946	-60.75785804
3.45787546	-60.40597670
3.46520147	-62.13514176
3.47252748	-60.94839684
3.47985348	-59.16887699
3.48717949	-60.90962156
3.49450550	-64.26345762
3.50183151	-63.91236835
3.50915751	-61.21705043
3.51648352	-59.37466141
3.52380953	-60.89171332
3.53113554	-66.28159158
3.53846154	-75.74519139
3.54578755	-70.93234143
3.55311356	-63.49753688
3.56043957	-61.61842930
3.56776557	-63.69634585
3.57509158	-63.48044382
3.58241759	-62.80107988
3.58974359	-66.03632539
3.59706960	-69.03296633
3.60439561	-82.10415400
3.61172162	-73.24525957
3.61904762	-70.30917702
3.62637363	-65.21032718
3.63369964	-67.69795602
3.64102565	-69.14833596
3.64835165	-80.36420978
3.65567766	-74.41551176
3.66300367	-81.76016126
3.67032968	-75.19581805
3.67765568	-73.63736586
3.68498169	-72.09372111
3.69230770	-70.13873005
3.69963370	-67.59339771
3.70695971	-66.98314134
3.71428572	-65.32584484
3.72161173	-67.16682206
3.72893773	-70.24138180
3.73626374	-67.52918769
3.74358975	-68.69666571
3.75091576	-72.23280260
3.75824176	-69.90591262
3.76556777	-67.62947837
3.77289378	-68.03823120
3.78021979	-72.54503637
3.78754579	-73.31550998
3.79487180	-71.49991292
3.80219781	-82.48639320
3.80952381	-73.68762896
3.81684982	-76.10958988
3.82417583	-92.16206647
3.83150184	-81.94168254
3.83882784	-80.66349627
3.84615385	-73.16276336
3.85347986	-79.65029973
3.86080587	-88.70729877
3.86813187	-79.25715526
3.87545788	-77.34610278
3.88278389	-77.45219342
3.89010990	-72.85487535
3.89743590	-72.98207844
3.90476191	-70.80036059
3.91208792	-72.51927306
3.91941392	-79.06342600
3.92673993	-71.06539885
3.93406594	-71.57212031
3.94139195	-73.88492434
3.94871795	-85.17390949
3.95604396	-76.17667776
3.96336997	-80.61513915
3.97069598	-72.22878522
3.97802198	-79.00776408
3.98534799	-75.38992191
3.99267400	-74.56379008
4.00000001	-72.93941265
4.00732601	-74.98135538
4.01465202	-76.43457991
4.02197803	-80.87595283
4.02930403	-77.69102241
4.03663004	-77.94520189
4.04395605	-74.54833976
4.05128206	-68.79989544
4.05860806	-76.85335038
4.06593407	-74.85800675
4.07326008	-94.91019079
4.08058609	-73.51370142
4.08791209	-80.58648121
4.09523810	-91.00211175
4.10256411	-80.55308976
4.10989012	-75.39450782
4.11721612	-75.90402834
4.12454213	-74.45305924
4.13186814	-75.96406263
4.13919414	-74.08185882
4.14652015	-74.97334366
4.15384616	-77.15887896
4.16117217	-73.54750511
4.16849817	-90.23846776
4.17582418	-75.85072258
4.18315019	-72.27980352
4.19047620	-73.11699163
4.19780220	-80.23524588
4.20512821	-84.42760952
4.21245422	-83.06058486
4.21978023	-87.39081469
4.22710623	-76.73648902
4.23443224	-75.46232840
4.24175825	-90.79480463
4.24908425	-78.75534077
4.25641026	-103.65386018
4.26373627	-77.65523002
4.27106228	-82.77152395
4.27838828	-80.40220258
4.28571429	-81.66858174
4.29304030	-76.05505600
4.30036631	-73.20337533
4.30769231	-89.91390830
4.31501832	-80.12377877
4.32234433	-75.17049906
4.32967034	-86.44766374
4.33699634	-77.82960265
4.34432235	-77.14818418
4.35164836	-70.97497050
4.35897436	-71.61357153
4.36630037	-78.09509304
4.37362638	-77.26628401
4.38095239	-74.14871601
4.38827839	-70.64344261
4.39560440	-76.59710233
4.40293041	-72.43379886
4.41025642	-79.43299120
4.41758242	-74.50750289
4.42490843	-85.51026994
4.43223444	-75.10725312
4.43956045	-70.08958778
4.44688645	-78.40531322
4.45421246	-68.54518455
4.46153847	-79.99231310
4.46886447	-72.93028929
4.47619048	-91.24213306
4.48351649	-83.09150555
4.49084250	-81.54966582
4.49816850	-81.84932381
4.50549451	-78.09818181
4.51282052	-80.41782630
4.52014653	-75.24675706
4.52747253	-73.68722417
4.53479854	-76.09870932
4.54212455	-72.02403354
4.54945056	-77.21775877
4.55677656	-69.31045323
4.56410257	-86.76811852
4.57142858	-69.69594220
4.57875458	-83.87169055
4.58608059	-73.02526072
4.59340660	-79.70449887
4.60073261	-80.16346403
4.60805861	-82.52715100
4.61538462	-75.66938775
4.62271063	-74.63798622
4.63003664	-69.12913082
4.63736264	-73.78366204
4.64468865	-78.34512138
4.65201466	-70.90030824
4.65934067	-81.73034184
4.66666667	-80.82239924
4.67399268	-86.10238297
4.68131869	-73.30611809
4.68864469	-73.65631370
4.69597070	-82.58864917
4.70329671	-72.67220328
4.71062272	-73.35960257
4.71794872	-68.85826520
4.72527473	-75.64672417
4.73260074	-75.80989029
4.73992675	-77.09879461
4.74725275	-85.14297525
4.75457876	-95.99529404
4.76190477	-84.50625688
4.76923078	-77.88169089
4.77655678	-75.98398843
4.78388279	-72.59892321
4.79120880	-72.53056065
4.79853481	-82.59759550
4.80586081	-75.48738776
4.81318682	-83.91566076
4.82051283	-89.92388322
4.82783883	-73.20788759
4.83516484	-71.41965118
4.84249085	-81.20969699
4.84981686	-79.65075859
4.85714286	-80.40544512
4.86446887	-76.91803113
4.87179488	-84.63360426
4.87912089	-73.44786191
4.88644689	-74.32872431
4.89377290	-73.28402808
4.90109891	-78.23935840
4.90842492	-71.68740337
4.91575092	-82.03282984
4.92307693	-72.59143940
4.93040294	-78.09027672
4.93772894	-74.69306193
4.94505495	-76.30987573
4.95238096	-73.15562179
4.95970697	-79.14039815
4.96703297	-73.59129891
4.97435898	-81.95815996
4.98168499	-75.98055171
4.98901100	-73.72877978
4.99633700	-77.04083958
5.00366301	-80.81646911
5.01098902	-82.29643636
5.01831503	-88.22383214
5.02564103	-75.44707684
5.03296704	-80.43789207
5.04029305	-91.14382436
5.04761905	-79.49795153
5.05494506	-78.72140305
5.06227107	-80.64675077
5.06959708	-81.22430185
5.07692308	-85.77134710
5.08424909	-85.12442066
5.09157510	-79.15912285
5.09890111	-73.43321488
5.10622711	-73.66938639
5.11355312	-75.09651878
5.12087913	-86.32926942
5.12820514	-78.99054685
5.13553114	-80.98789825
5.14285715	-75.56654951
5.15018316	-78.24928510
5.15750916	-81.41273786
5.16483517	-81.73708197
5.17216118	-76.43729397
5.17948719	-72.13940372
5.18681319	-80.13281402
5.19413920	-76.39836487
5.20146521	-71.70373583
5.20879122	-70.58365205
5.21611722	-82.90592967
5.22344323	-78.52399165
5.23076924	-75.24075216
5.23809525	-78.06380962
5.24542125	-80.63686671
5.25274726	-71.03573681
5.26007327	-76.53921323
5.26739927	-76.97936549
5.27472528	-81.64563602
5.28205129	-79.55343491
5.28937730	-87.24514949
5.29670330	-76.45045696
5.30402931	-84.75557240
5.31135532	-84.38524985
5.31868133	-77.68683274
5.32600733	-77.74851331
5.33333334	-83.44206814
5.34065935	-77.23093988
5.34798536	-80.59499173
5.35531136	-73.23098223
5.36263737	-91.00986541
5.36996338	-78.67927386
5.37728938	-88.83504469
5.38461539	-79.99572592
5.39194140	-75.18443969
5.39926741	-78.41834504
5.40659341	-77.43504539
5.41391942	-80.56284798
5.42124543	-81.34254458
5.42857144	-84.21278376
5.43589744	-76.96469067
5.44322345	-98.82637057
5.45054946	-76.84174871
5.45787547	-78.74009223
5.46520147	-77.52257541
5.47252748	-91.13146169
5.47985349	-81.64296292
5.48717949	-76.50510263
5.49450550	-76.90328525
5.50183151	-87.50347984
5.50915752	-83.64576401
5.51648352	-75.73335100
5.52380953	-72.64011706
5.53113554	-80.48070151
5.53846155	-82.53040706
5.54578755	-77.11675230
5.55311356	-94.43081697
5.56043957	-78.28539115
5.56776558	-80.87298938
5.57509158	-75.18523698
5.58241759	-82.12846023
5.58974360	-92.85147514
5.59706960	-74.83185284
5.60439561	-72.59411034
5.61172162	-73.93943392
5.61904763	-79.11900884
5.62637363	-71.27943818
5.63369964	-88.55560389
5.64102565	-70.49577268
5.64835166	-77.43360403
5.65567766	-81.85276554
5.66300367	-75.59122818
5.67032968	-78.05686089
5.67765569	-85.27305394
5.68498169	-76.38646353
5.69230770	-83.39144207
5.69963371	-72.90549234
5.70695971	-75.01803596
5.71428572	-86.92653012
5.72161173	-75.17147088
5.72893774	-73.96900398
5.73626374	-74.33702627
5.74358975	-70.38182515
5.75091576	-69.52075752
5.75824177	-76.43628953
5.76556777	-81.89126262
5.77289378	-83.77641941
5.78021979	-74.51736106
5.78754580	-75.60098712
5.79487180	-83.35823201
5.80219781	-80.06544429
5.80952382	-77.67089404
5.81684982	-76.54182634
5.82417583	-73.12813460
5.83150184	-77.57582836
5.83882785	-85.42368885
5.84615385	-83.06535169
5.85347986	-77.53274951
5.86080587	-79.20024242
5.86813188	-82.31322668
5.87545788	-77.22902471
5.88278389	-88.48280333
5.89010990	-78.90068482
5.89743591	-82.27104224
5.90476191	-78.54824209
5.91208792	-79.30449483
5.91941393	-81.78289092
5.92673993	-85.03796661
5.93406594	-74.75760396
5.94139195	-80.12206592
5.94871796	-87.67468304
5.95604396	-93.81328834
5.96336997	-90.75791862
5.97069598	-83.57856266
5.97802199	-75.74378162
5.98534799	-74.11724447
5.99267400	-75.36742473
6.00000001	-82.98615350
6.00732602	-82.88594932
6.01465202	-89.71398284
6.02197803	-94.34205153
6.02930404	-76.69858207
6.03663004	-72.95148333
6.04395605	-73.80175817
6.05128206	-74.38657846
6.05860807	-93.56112642
6.06593407	-100.86074066
6.07326008	-75.12605238
6.08058609	-74.41829627
6.08791210	-83.06272391
6.09523810	-76.16340409
6.10256411	-75.90310955
6.10989012	-76.48172803
6.11721613	-81.49327871
6.12454213	-83.53199163
6.13186814	-79.11735284
6.13919415	-79.51747432
6.14652015	-72.50585935
6.15384616	-73.02864788
6.16117217	-70.34987109
6.16849818	-76.78799723
6.17582418	-78.44134054
6.18315019	-80.76053551
6.19047620	-77.80033188
6.19780221	-75.89238252
6.20512821	-92.27380575
6.21245422	-79.39501165
6.21978023	-76.55088595
6.22710624	-74.15844974
6.23443224	-69.49329124
6.24175825	-75.84671720
6.24908426	-75.34100025
6.25641026	-74.61970551
6.26373627	-76.13198644
6.27106228	-93.03168315
6.27838829	-74.75509602
6.28571429	-75.66115375
6.29304030	-75.79079105
6.30036631	-78.58744665
6.30769232	-71.62355950
6.31501832	-81.36188738
6.32234433	-75.99488205
6.32967034	-78.32078529
6.33699635	-83.44957416
6.34432235	-76.91748896
6.35164836	-79.53665669
6.35897437	-74.59660140
6.36630037	-80.99765072
6.37362638	-82.99884059
6.38095239	-75.14667820
6.38827840	-71.61122769
6.39560440	-79.52767311
6.40293041	-72.92937150
6.41025642	-76.68104481
6.41758243	-74.51542687
6.42490843	-76.00209656
6.43223444	-71.86459636
6.43956045	-78.97057921
6.44688646	-83.64773810
6.45421246	-91.34449215
6.46153847	-80.88552884
6.46886448	-79.36745860
6.47619048	-85.45509416
6.48351649	-81.02407370
6.49084250	-76.25965788
6.49816851	-75.15663441
6.50549451	-76.24674317
6.51282052	-84.04830067
6.52014653	-75.08077607
6.52747254	-82.92216323
6.53479854	-89.92804051
6.54212455	-80.66295338
6.54945056	-78.77055172
6.55677657	-77.68584409
6.56410257	-82.05887496
6.57142858	-79.23323884
6.57875459	-76.93192971
6.58608059	-83.39154748
6.59340660	-81.43594109
6.60073261	-75.09762675
6.60805862	-77.17996266
6.61538462	-78.12704453
6.62271063	-76.34412076
6.63003664	-79.37027164
6.63736265	-81.51745055
6.64468865	-74.17932404
6.65201466	-72.32541469
6.65934067	-76.95167986
6.66666668	-82.68472161
6.67399268	-80.56723907
6.68131869	-78.92440682
6.68864470	-80.86114946
6.69597071	-76.20009975
6.70329671	-76.91325339
6.71062272	-83.27969954
6.71794873	-75.72572607
6.72527473	-76.66858400
6.73260074	-102.80577641
6.73992675	-78.73748493
6.74725276	-81.51121094
6.75457876	-82.37244012
6.76190477	-81.08956320
6.76923078	-74.52244916
6.77655679	-78.16195568
6.78388279	-90.04420452
6.79120880	-74.92729488
6.79853481	-75.27234411
6.80586082	-76.13348866
6.81318682	-74.76372804
6.82051283	-83.21119096
6.82783884	-80.04684359
6.83516484	-77.78039959
6.84249085	-73.54979150
6.84981686	-81.98000226
6.85714287	-77.69720244
6.86446887	-81.33402197
6.87179488	-86.46477508
6.87912089	-81.05527312
6.88644690	-73.97845132
6.89377290	-72.94869860
6.90109891	-74.50711026
6.90842492	-72.34051991
6.91575093	-84.35631077
6.92307693	-74.02995407
6.93040294	-73.27749167
6.93772895	-82.49666858
6.94505495	-75.01433709
6.95238096	-88.93445937
6.95970697	-73.20641336
6.96703298	-75.81406651
6.97435898	-79.98587572
6.98168499	-81.02708997
6.98901100	-89.04318111
6.99633701	-79.47863583
7.00366301	-83.17529371
7.01098902	-77.61780921
7.01831503	-79.09619871
7.02564104	-77.23185593
7.03296704	-76.22195713
7.04029305	-82.22233390
7.04761906	-74.16070142
7.05494506	-78.86700030
7.06227107	-74.27021517
7.06959708	-87.21840595
7.07692309	-83.53107381
7.08424909	-72.09928768
7.09157510	-102.20683056
7.09890111	-79.31834423
7.10622712	-78.79101724
7.11355312	-89.01394835
7.12087913	-80.73974753
7.12820514	-80.43749228
7.13553115	-86.39511147
7.14285715	-78.72133679
7.15018316	-82.45059937
7.15750917	-80.97187472
7.16483517	-82.85717990
7.17216118	-79.98705155
7.17948719	-81.41288296
7.18681320	-73.67671411
7.19413920	-70.21503421
7.20146521	-77.74395707
7.20879122	-75.28873983
7.21611723	-84.46680247
7.22344323	-82.17259592
7.23076924	-80.48138337
7.23809525	-75.55463937
7.24542126	-68.93464329
7.25274726	-83.97970637
7.26007327	-69.22695962
7.26739928	-75.29278581
7.27472528	-72.81136484
7.28205129	-71.96773890
7.28937730	-74.42080094
7.29670331	-69.99676699
7.30402931	-74.34316768
7.31135532	-69.60345804
7.31868133	-71.67589081
7.32600734	-70.80508429
7.33333334	-74.52466599
7.34065935	-83.94520776
7.34798536	-82.64993196
7.35531137	-83.30510521
7.36263737	-74.98152866
7.36996338	-73.16579570
7.37728939	-74.46519007
7.38461539	-78.81082038
7.39194140	-91.81506267
7.39926741	-77.10290453
7.40659342	-75.07039342
7.41391942	-84.07338519
7.42124543	-91.32423538
7.42857144	-87.85199785
7.43589745	-84.24982193
7.44322345	-78.01130113
7.45054946	-85.54844610
7.45787547	-79.15984685
7.46520148	-86.39404834
7.47252748	-78.23086128
7.47985349	-80.76199162
7.48717950	-74.45146616
7.49450550	-82.56698048
7.50183151	-69.91810898
7.50915752	-75.53488849
7.51648353	-80.53571213
7.52380953	-78.88082933
7.53113554	-72.32063330
7.53846155	-71.97002911
7.54578756	-79.17031024
7.55311356	-78.85281362
7.56043957	-79.41126054
7.56776558	-84.30436747
7.57509159	-80.76809083
7.58241759	-75.09694776
7.58974360	-83.83263299
7.59706961	-75.84172831
7.60439561	-71.18857866
7.61172162	-77.76756325
7.61904763	-80.27855282
7.62637364	-87.87576690
7.63369964	-89.87105514
7.64102565	-74.25322738
7.64835166	-73.02600925
7.65567767	-71.75012820
7.66300367	-87.10222682
7.67032968	-74.67653087
7.67765569	-76.68970157
7.68498170	-82.55108369
7.69230770	-83.75802863
7.69963371	-77.54422333
7.70695972	-78.30161388
7.71428572	-84.69603613
7.72161173	-79.14542140
7.72893774	-74.67583821
