# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -327.00000000 ps, Average over 100 waveforms. Timestamp: 2026-05-07T11:49:52
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-297.80000012	0.00338710
-297.76666679	0.00328036
-297.73333345	0.00331383
-297.70000012	0.00365439
-297.66666679	0.00351796
-297.63333345	0.00360543
-297.60000012	0.00361562
-297.56666679	0.00359547
-297.53333345	0.00357363
-297.50000012	0.00385419
-297.46666679	0.00399374
-297.43333345	0.00397458
-297.40000012	0.00397314
-297.36666679	0.00401870
-297.33333345	0.00431907
-297.30000012	0.00404416
-297.26666679	0.00430701
-297.23333345	0.00440235
-297.20000012	0.00449563
-297.16666679	0.00428968
-297.13333346	0.00450215
-297.10000012	0.00433417
-297.06666679	0.00433184
-297.03333346	0.00479128
-297.00000012	0.00455810
-296.96666679	0.00452620
-296.93333346	0.00463784
-296.90000012	0.00454798
-296.86666679	0.00445491
-296.83333346	0.00468670
-296.80000012	0.00466818
-296.76666679	0.00461190
-296.73333346	0.00467455
-296.70000012	0.00483931
-296.66666679	0.00490125
-296.63333346	0.00484345
-296.60000012	0.00502021
-296.56666679	0.00506848
-296.53333346	0.00484146
-296.50000012	0.00523090
-296.46666679	0.00507223
-296.43333346	0.00504977
-296.40000012	0.00484756
-296.36666679	0.00507597
-296.33333346	0.00498913
-296.30000013	0.00493449
-296.26666679	0.00507280
-296.23333346	0.00499887
-296.20000013	0.00504887
-296.16666679	0.00486672
-296.13333346	0.00478696
-296.10000013	0.00500182
-296.06666679	0.00480730
-296.03333346	0.00459563
-296.00000013	0.00454726
-295.96666679	0.00467365
-295.93333346	0.00424815
-295.90000013	0.00422846
-295.86666679	0.00417397
-295.83333346	0.00384099
-295.80000013	0.00389577
-295.76666679	0.00401780
-295.73333346	0.00372358
-295.70000013	0.00385984
-295.66666679	0.00365730
-295.63333346	0.00353303
-295.60000013	0.00344013
-295.56666680	0.00340397
-295.53333346	0.00335287
-295.50000013	0.00306304
-295.46666680	0.00273374
-295.43333346	0.00257650
-295.40000013	0.00244330
-295.36666680	0.00259331
-295.33333346	0.00233794
-295.30000013	0.00220347
-295.26666680	0.00180770
-295.23333346	0.00166002
-295.20000013	0.00161249
-295.16666680	0.00144162
-295.13333346	0.00130145
-295.10000013	0.00069491
-295.06666680	0.00065146
-295.03333346	0.00060018
-295.00000013	-0.00006058
-294.96666680	-0.00001568
-294.93333346	-0.00029173
-294.90000013	-0.00054658
-294.86666680	-0.00058506
