# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -327.00000000 ps, Average over 100 waveforms. Timestamp: 2026-05-07T11:44:23
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Frequency [THz]	THz Signal [a.u.]
4.73992676	-75.96094144
4.74725277	-76.64356304
4.75457877	-87.99142190
4.76190478	-92.67482682
4.76923079	-70.62654142
4.77655680	-71.33188475
4.78388280	-75.08383737
4.79120881	-72.85094002
4.79853482	-88.75046886
4.80586083	-79.48052603
4.81318683	-76.70490645
4.82051284	-82.23488852
4.82783885	-83.24273384
4.83516486	-71.20418184
4.84249086	-74.46756333
4.84981687	-82.42499791
4.85714288	-85.88786338
4.86446889	-87.27919696
4.87179489	-87.58831976
4.87912090	-78.58103682
4.88644691	-78.57076870
4.89377291	-73.35147115
4.90109892	-73.45948394
4.90842493	-75.63480172
4.91575094	-87.22776680
4.92307694	-75.59386656
4.93040295	-74.84372204
4.93772896	-72.38658288
4.94505497	-91.49392126
4.95238097	-80.81702180
4.95970698	-76.48725234
4.96703299	-88.55013412
4.97435900	-77.68727226
4.98168500	-80.00389082
4.98901101	-73.71679773
4.99633702	-69.24278418
5.00366302	-71.93149224
5.01098903	-84.00104994
5.01831504	-81.35014035
5.02564105	-98.49347525
5.03296705	-80.54966863
5.04029306	-76.34116397
5.04761907	-90.83630789
5.05494508	-86.66007185
5.06227108	-80.11961408
5.06959709	-75.89994433
5.07692310	-87.95120271
5.08424911	-81.37089269
5.09157511	-77.61388070
5.09890112	-76.46717710
5.10622713	-78.19437914
5.11355314	-83.61668988
5.12087914	-72.56608614
5.12820515	-80.32503624
5.13553116	-76.95264494
5.14285716	-87.64060042
5.15018317	-88.41871463
5.15750918	-77.17418774
5.16483519	-77.61151777
5.17216119	-76.85645792
5.17948720	-71.41267843
5.18681321	-78.40988155
5.19413922	-75.56130334
5.20146522	-82.84651661
5.20879123	-85.29054951
5.21611724	-76.49098031
5.22344325	-83.30143304
5.23076925	-81.39989448
5.23809526	-73.41410384
5.24542127	-79.66795387
5.25274728	-77.71692019
5.26007328	-74.09422627
5.26739929	-72.76542023
5.27472530	-81.42705737
5.28205130	-76.34730719
5.28937731	-78.08951794
5.29670332	-81.51157426
5.30402933	-84.03683913
5.31135533	-80.57148173
5.31868134	-80.17518253
5.32600735	-72.24568561
5.33333336	-73.48331730
5.34065936	-79.62670851
5.34798537	-80.60367908
5.35531138	-78.11008104
5.36263739	-70.21214327
5.36996339	-81.81172571
5.37728940	-81.74726605
5.38461541	-77.74321465
5.39194141	-73.26577763
5.39926742	-70.14398168
5.40659343	-81.10579495
5.41391944	-75.78895772
5.42124544	-76.77839342
5.42857145	-75.71228615
5.43589746	-74.49865588
5.44322347	-82.72084068
5.45054947	-84.71094199
5.45787548	-80.22066634
5.46520149	-85.48111710
5.47252750	-75.99054385
5.47985350	-87.42143401
5.48717951	-81.98417617
5.49450552	-82.69680312
